gender numYears numRaters numCourses pepper easiness raterInterest quality disciplinePre-prof disciplineSocSci disciplineSTEM deptBiology deptBusiness deptChemistry deptCommunication deptCS deptEducation deptEnglish deptGeology deptHistory deptKins deptLanguages deptMath deptMusic deptPhilosophy deptPhysics deptPolySci deptPsychology deptReligion deptSocialScience deptSociology
233 male 11 19 5 no 2.15789473684211 3 0.183703720817632 No No Yes No No No No No No No No No No No No No No Yes No No No No No
234 male 10 17 2 no 2.82352941176471 2.875 -0.130247629003443 No No Yes No No No No No No No Yes No No No No No No No No No No No No
235 male 11 22 7 no 3.090909091 3.363636364 1.0068321632722 No No Yes No No No No No No No No No No No No No No Yes No No No No No
236 male 11 16 3 no 3.375 2.8125 -0.022877419664618 No No Yes No No No No No No No No No No No Yes No No No No No No No No
237 male 6 35 6 no 3.375 2.8125 -0.022877419664618 No No Yes No No Yes No No No No No No No No No No No No No No No No No
238 male 8 38 5 no 2.578947368 3.2 0.664714105064123 No No Yes No No No No No No No Yes No No No No No No No No No No No No
239 male 11 67 6 no 4.16417910447761 2.65079365079365 1.1349277245628 No No Yes No No No No No No No No No No No Yes No No No No No No No No
240 male 11 35 4 no 1.971428571 3.64516129 -1.56989939992679 No No Yes Yes No No No No No No No No No No No No No No No No No No No
241 male 11 32 5 no 4.40625 2.28125 0.761423652746426 No No Yes No No No No No No No No No No No Yes No No No No No No No No
242 male 11 58 4 no 2.224137931 3.810344828 -0.821187538591176 No No Yes Yes No No No No No No No No No No No No No No No No No No No
243 male 11 21 3 no 3.095238095 3.35 1.01932959126924 No No Yes No No No No No No No No No No No No No No Yes No No No No No
244 male 10 12 4 no 1.75 3 -1.35886410088519 No No Yes Yes No No No No No No No No No No No No No No No No No No No
245 male 11 45 7 no 2.533333333 3.333333333 0.674449317238722 No No Yes No No No No No No No No No No No Yes No No No No No No No No
246 male 3 14 2 no 3.071428571 3 0.960263615604263 No No Yes No No No No No No No Yes No No No No No No No No No No No No
247 male 9 41 5 no 3 3.028571429 -0.430182433152492 No No Yes No No Yes No No No No No No No No No No No No No No No No No
248 male 1 10 3 no 2.4 2.7 -1.34597135847477 No No Yes No No No No No No No Yes No No No No No No No No No No No No
249 male 11 30 3 no 2.933333333 3.413793103 0.850790479755382 No No Yes Yes No No No No No No No No No No No No No No No No No No No
250 male 11 25 12 no 2.48 4.117647059 1.80626187972689 No No Yes No No No No Yes No No No No No No No No No No No No No No No
251 male 11 37 7 no 3.054054054 2.34375 -0.999366366970755 No No Yes No No No No No No No No No No No Yes No No No No No No No No
252 male 11 23 4 no 2.69565217391304 2.33333333333333 -1.71411082027942 No No Yes No No Yes No No No No No No No No No No No No No No No No No
253 male 11 65 3 no 2.10769230769231 2.12280701754386 -2.89669790636265 No No Yes No No No No No No No No No No No Yes No No No No No No No No
254 male 11 54 7 no 2.888888889 3.078431373 1.64752009775458 No No Yes No No No No No No No Yes No No No No No No No No No No No No
255 male 8 41 5 no 2.6341465 3.3414633 0.541425234586778 No No Yes No No Yes No No No No No No No No No No No No No No No No No
256 male 9 13 6 no 3.84615384615385 3.07692307692308 1.39882755134328 No No Yes No No No No No No No No No No No Yes No No No No No No No No
257 male 11 52 6 no 3.69230769230769 2.78723404255319 -0.239707482882058 No No Yes No No No No No No No No No No No Yes No No No No No No No No
258 male 4 33 8 yes 3.51515151515152 3.3030303030303 0.521925035970455 No No Yes No No No No No No No No No No No Yes No No No No No No No No
259 male 8 20 6 no 3.2 2.95 0.647455550097966 No No Yes No No No No No No No No No No No No No No Yes No No No No No
260 male 2 13 2 no 3.769230769 4.153846154 2.19821045171884 No No Yes No No Yes No No No No No No No No No No No No No No No No No
261 male 11 52 5 no 2.25 2.285714286 -1.23121974197407 No No Yes No No No No No No No No No No No Yes No No No No No No No No
262 male 6 20 3 no 2.3 3.05 -1.00283446380479 No No Yes No No Yes No No No No No No No No No No No No No No No No No
263 male 5 39 3 no 2.153846154 3.615384615 -0.71163102346706 No No Yes Yes No No No No No No No No No No No No No No No No No No No
264 male 11 53 8 no 3.528301887 2.978723404 -0.541796915051785 No No Yes No No No No No No No No No No No Yes No No No No No No No No
265 male 11 49 7 no 3.59183673469388 2.95 -1.12386313832397 No No Yes No No No No No No No No No No No Yes No No No No No No No No
266 male 11 49 6 no 3.204081633 3.891304348 1.19302085490751 No No Yes No No No No No No No No No No No No No No Yes No No No No No
267 male 11 57 7 no 3.01754386 2.350877193 -1.83965217423631 No No Yes No No No No No No No No No No No Yes No No No No No No No No
268 male 11 17 5 no 2.705882353 4.090909091 1.14104017548232 No No Yes No No Yes No No No No No No No No No No No No No No No No No
269 male 11 30 10 no 2.2 3.724137931 -1.25919030188621 No No Yes No No No No Yes No No No No No No No No No No No No No No No
270 male 11 13 3 no 2.7692308 3.6923077 -0.467235560292125 No No Yes No No No No No No No Yes No No No No No No No No No No No No
271 male 11 29 6 no 3.034482759 3.173913043 -1.65694869183792 No No Yes No No No No No No No No No No No Yes No No No No No No No No
272 male 11 29 3 no 2.75862069 2.962962963 -0.82006258608097 No No Yes No No Yes No No No No No No No No No No No No No No No No No
273 male 11 11 6 no 3.272727273 4.181818182 0.25818323040131 No No Yes No No No No Yes No No No No No No No No No No No No No No No
274 male 10 12 2 no 2.75 2.09090909090909 -2.08143543126322 No No Yes No No No No No No No Yes No No No No No No No No No No No No
275 male 11 18 5 no 3.5 2.444444444 0.249984993166989 No No Yes No No No No No No No No No No No Yes No No No No No No No No
276 male 3 15 3 no 2.73333333333333 3 -1.86702018268163 No No Yes No No Yes No No No No No No No No No No No No No No No No No
277 female 11 25 3 no 4.8 4.24 2.36093567247597 No No Yes No No No No No No No No No No No Yes No No No No No No No No
278 female 8 10 4 no 1.5 3 -1.1738591840939 No No Yes Yes No No No No No No No No No No No No No No No No No No No
279 female 11 13 3 yes 4.230769231 3.25 1.93174948457143 No No Yes Yes No No No No No No No No No No No No No No No No No No No
280 female 11 47 8 no 4.744681 2.9148936 -0.244080719863642 No No Yes No No No No No No No No No No No Yes No No No No No No No No
281 female 5 11 6 no 3.727272727 3 0.339381820613352 No No Yes No No No No No No No No No No No Yes No No No No No No No No
282 female 11 18 5 no 2.444444444 3.588235294 -1.43178578920279 No No Yes No No Yes No No No No No No No No No No No No No No No No No
283 female 4 21 1 no 2.523809524 2.904761905 -1.66450677936415 No No Yes No No Yes No No No No No No No No No No No No No No No No No
284 female 7 42 2 no 3.619047619 3.459459459 1.22655529507262 No No Yes No No No No No No No Yes No No No No No No No No No No No No
285 female 9 33 1 no 1.87878787878788 3.96153846153846 0.75794158175255 No No Yes Yes No No No No No No No No No No No No No No No No No No No
286 female 3 27 3 no 3.96296296296296 3.40740740740741 2.43323253635452 No No Yes No No No No No No No No No No No Yes No No No No No No No No
287 female 11 12 3 no 3.666666667 3 1.74474901512281 No No Yes No No No No No No No No No No No Yes No No No No No No No No
288 female 11 45 4 no 2.022222222 3.85 -2.0004018946541 No No Yes Yes No No No No No No No No No No No No No No No No No No No
289 female 11 49 3 no 2.18367346938776 2.30232558139535 -2.15003181101064 No No Yes No No No No No No No No No No No Yes No No No No No No No No
290 female 11 36 3 yes 3.305555556 3.65625 1.59890563848458 No No Yes Yes No No No No No No No No No No No No No No No No No No No
291 female 11 54 4 no 2.5 2.607843137 -0.036264488486796 No No Yes No No No No No No No Yes No No No No No No No No No No No No
292 female 10 31 6 no 3.258064516 2.32 0.844902541955524 No No Yes No No No No No No No No No No No Yes No No No No No No No No
293 female 6 17 4 no 2.11764705882353 3.35294117647059 -0.0809057589993625 No No Yes Yes No No No No No No No No No No No No No No No No No No No
294 female 7 30 4 no 2.933333333 3.366666667 1.1361941649329 No No Yes Yes No No No No No No No No No No No No No No No No No No No
295 female 4 11 3 no 2.63636363636364 3.27272727272727 -0.210225014297021 No No Yes Yes No No No No No No No No No No No No No No No No No No No
296 female 2 17 5 no 2 2.47058823529412 -2.11982780466753 No No Yes No No No No No No No No No No No Yes No No No No No No No No
297 female 8 80 8 no 2.3875 2.733333333 -2.58205768776421 No No Yes No No No No No No No No No No No Yes No No No No No No No No
298 female 11 39 4 no 2.7948718 3.4210527 0.129373717270572 No No Yes No No No No No No No No No No No No No No Yes No No No No No
299 female 11 26 4 no 2.115384615 2.884615385 -2.46611122288196 No No Yes Yes No No No No No No No No No No No No No No No No No No No
300 female 11 29 4 no 2.655172414 4.068965517 -1.59609973000568 No No Yes No No No No Yes No No No No No No No No No No No No No No No
301 female 11 60 7 no 3.48333333333333 2.25 -1.69742695217638 No No Yes No No No No No No No No No No No Yes No No No No No No No No
302 female 1 16 3 no 1.9375 2.875 -2.02651761209029 No No Yes No No No No No No No No No No No No No No Yes No No No No No
303 female 3 10 5 no 3.1 1.9 -1.17494663818565 No No Yes No No No No No No No No No No No Yes No No No No No No No No
304 male 3 14 2 no 1.4285715 2.7142856 -2.04733543250592 Yes No No No No No No No No No No No Yes No No No No No No No No No No
305 male 6 14 7 no 4.857142857 4 2.27954851529119 Yes No No No No No No No No No No No Yes No No No No No No No No No No
306 male 7 12 4 no 3.833333333 3.416666667 -1.07110426517193 Yes No No No No No No No No No No No Yes No No No No No No No No No No
307 male 11 13 3 no 2.84615384615385 2.76923076923077 -2.73048093216397 Yes No No No No No No No No No No No Yes No No No No No No No No No No
308 male 11 11 5 no 3.636363636 2.909090909 0.650335857813614 Yes No No No Yes No No No No No No No No No No No No No No No No No No
309 male 8 39 2 no 3.7692308 3.0555556 1.24325257830048 Yes No No No Yes No No No No No No No No No No No No No No No No No No
310 male 8 32 3 yes 4.625 3.59375 1.5195118567178 Yes No No No No No No No No No No No Yes No No No No No No No No No No
311 male 2 10 2 no 2.4 3.9 1.30834929332395 Yes No No No Yes No No No No No No No No No No No No No No No No No No
312 male 10 21 5 yes 4.80952380952381 3.89473684210526 2.3010737301796 Yes No No No No No No No No No No No Yes No No No No No No No No No No
313 male 11 10 3 no 1.9 2.5 -0.829634835332167 Yes No No No Yes No No No No No No No No No No No No No No No No No No
314 male 7 12 3 no 3.583333333 3.5 -0.661321054713141 Yes No No Yes No No No No No No No No No No No No No No No No No No No
315 male 5 15 3 yes 3.6 3.6666667 -0.249040377988423 Yes No No No Yes No No No No No No No No No No No No No No No No No No
316 male 11 53 6 no 4.1320753 3.1333334 2.13830606200387 Yes No No No Yes No No No No No No No No No No No No No No No No No No
317 male 8 68 3 no 2.9117646 2.919355 0.589825601078065 Yes No No No Yes No No No No No No No No No No No No No No No No No No
318 male 7 48 4 no 1.75 3.348837209 0.839948981593913 Yes No No No Yes No No No No No No No No No No No No No No No No No No
319 male 2 10 1 no 4.3 2.6 -1.63852337792268 Yes No No No Yes No No No No No No No No No No No No No No No No No No
320 male 11 36 3 no 2.194444444 3.114285714 -1.39119579715317 Yes No No No Yes No No No No No No No No No No No No No No No No No No
321 male 8 15 2 yes 3 3.35714285714286 1.02109023065102 Yes No No No Yes No No No No No No No No No No No No No No No No No No
322 male 3 32 3 yes 4.125 3.09375 1.16685053787362 Yes No No No Yes No No No No No No No No No No No No No No No No No No
323 male 9 23 5 no 4.130434783 2.952380952 1.18297272460718 Yes No No No Yes No No No No No No No No No No No No No No No No No No
324 male 4 14 4 no 3.142857143 4 1.04396181768602 Yes No No No Yes No No No No No No No No No No No No No No No No No No
325 male 8 12 4 no 2.3333333 3.75 -1.14372388300945 Yes No No No Yes No No No No No No No No No No No No No No No No No No
326 male 11 31 2 no 2.322580645 2.741935484 -1.13518003828499 Yes No No No Yes No No No No No No No No No No No No No No No No No No
327 male 11 24 3 yes 3.666666667 3.863636364 1.70526746514966 Yes No No No Yes No No No No No No No No No No No No No No No No No No
328 male 8 33 4 no 3.454545455 3.285714286 1.41548367256403 Yes No No No Yes No No No No No No No No No No No No No No No No No No
329 male 6 50 2 yes 3.94 4.16 1.84285922278656 Yes No No No No No No No Yes No No No No No No No No No No No No No No
330 male 8 11 6 no 2.2727273 3.6363637 -1.70752292215364 Yes No No No No No No No Yes No No No No No No No No No No No No No No
331 male 11 19 3 no 3.368421053 3.421052632 1.4163358652644 Yes No No No No No No No Yes No No No No No No No No No No No No No No
332 male 6 19 1 no 2.47368421052632 3 -0.219923966588502 Yes No No No Yes No No No No No No No No No No No No No No No No No No
333 male 11 57 5 no 2.561403509 3.092592593 0.245238646048175 Yes No No No Yes No No No No No No No No No No No No No No No No No No
334 male 11 34 3 no 2.647058824 3.03030303 -1.48290454548406 Yes No No No Yes No No No No No No No No No No No No No No No No No No
335 male 6 16 2 no 3.4375 2.769230769 0.190903480696781 Yes No No No Yes No No No No No No No No No No No No No No No No No No
336 male 8 29 3 no 2.09090909090909 4 -0.760820443940919 Yes No No No No No No No Yes No No No No No No No No No No No No No No
337 male 11 45 6 no 3.15555555555556 3.18421052631579 1.23193286782397 Yes No No No Yes No No No No No No No No No No No No No No No No No No
338 male 11 21 4 no 2.666666667 3.444444444 -0.830425608468469 Yes No No No No No No No No No No No No No No No No No No No No Yes No
339 female 9 10 1 no 4.9 3.2 0.821742632662334 Yes No No No Yes No No No No No No No No No No No No No No No No No No
340 female 7 10 4 no 4.9 4.6 2.20516475225978 Yes No No No No No No No Yes No No No No No No No No No No No No No No
341 female 11 24 3 no 4.72222222222222 4.64705882352941 2.22525495305032 Yes No No No Yes No No No No No No No No No No No No No No No No No No
342 female 5 10 2 no 4 4.2 2.20625220635154 Yes No No No No No No No No No No No Yes No No No No No No No No No No
343 female 7 10 2 no 3.7 3.875 -0.395004583012995 Yes No No No Yes No No No No No No No No No No No No No No No No No No
344 female 11 16 4 no 4.125 3.4375 -0.0255960548939935 Yes No No No Yes No No No No No No No No No No No No No No No No No No
345 female 11 16 2 no 3.5 3.1875 1.924938741845 Yes No No No Yes No No No No No No No No No No No No No No No No No No
346 female 11 10 5 no 2.7 4.25 0.0407131233979259 Yes No No No Yes No No No No No No No No No No No No No No No No No No
347 female 2 15 1 no 3.2 3 -0.250490316937189 Yes No No No Yes No No No No No No No No No No No No No No No No No No
348 female 2 29 2 yes 4.03448275862069 3.03448275862069 0.940108274549708 Yes No No No Yes No No No No No No No No No No No No No No No No No No
349 female 3 24 2 no 4.16667 2.625 0.872401617235884 Yes No No No Yes No No No No No No No No No No No No No No No No No No
350 female 2 11 4 no 3.545454545 3.363636364 -0.684564826347969 Yes No No No No No No No No No No No No No No No No No No No No Yes No
351 female 11 22 9 yes 4.454545455 3.636363636 1.29528737180137 Yes No No No No No No No No No No No Yes No No No No No No No No No No
352 female 11 62 3 no 2.467741935 2.966101695 -0.147769685484884 Yes No No No Yes No No No No No No No No No No No No No No No No No No
353 female 11 21 3 no 3.619047619 3.428571429 1.60028653256951 Yes No No No Yes No No No No No No No No No No No No No No No No No No
354 female 9 53 4 no 3.0377358490566 2.825 0.0164164034069207 Yes No No No Yes No No No No No No No No No No No No No No No No No No
355 female 5 12 2 no 4.25 2 0.229705371857944 Yes No No No No No No No No No No No Yes No No No No No No No No No No
356 female 11 11 2 no 2.18181818181818 2.72727272727273 -0.444923433907292 Yes No No No Yes No No No No No No No No No No No No No No No No No No
357 female 11 38 2 no 3.86842105263158 2.82352941176471 -0.111271026987406 Yes No No No Yes No No No No No No No No No No No No No No No No No No
358 female 11 46 4 no 3.3695652173913 2.90697674418605 1.12803120460175 Yes No No No Yes No No No No No No No No No No No No No No No No No No
359 female 11 10 3 no 3.8 2.2 -2.90368056063659 Yes No No No No No No No No No No No Yes No No No No No No No No No No
360 female 3 24 4 no 2.333333333 2.5625 -2.84212899399608 Yes No No No Yes No No No No No No No No No No No No No No No No No No
361 female 11 27 4 no 3.111111111 2.555555556 -0.195224852840403 Yes No No No Yes No No No No No No No No No No No No No No No No No No
362 female 5 21 3 no 3.619047619 3.411764706 -1.65932842654836 Yes No No No No No No No No No No No No No No No No No No No No Yes No
363 female 4 15 2 no 2.666667 2.533333 -1.05730473368831 Yes No No No Yes No No No No No No No No No No No No No No No No No No
364 female 2 10 3 no 3 2.7 -0.564941849210364 Yes No No No Yes No No No No No No No No No No No No No No No No No No
365 female 9 11 5 no 2.27272727272727 2.54545454545455 -2.88793513986635 Yes No No Yes No No No No No No No No No No No No No No No No No No No
366 female 2 11 4 no 2.636363636 2.272727273 -3.75343898449544 Yes No No No Yes No No No No No No No No No No No No No No No No No No
